"AddressID";"AddressLine1";"AddressLine2";"City";"StateProvinceID";"PostalCode";"rowguid";"ModifiedDate"
631;"Kansas City Factory Outlet";null;"Odessa";37;"64076";0x976BD4BC5D39EF4EA712245BA629621F;01/07/2001 00:00:00
632;"Fiesta Trail Shopping Center";null;"San Antonio";73;"78204";0xD73295F7E938EC428EA4C9D7E1C13C12;01/07/2001 00:00:00
633;"Medford Outlet Center";null;"Medford";36;"55049";0x6930DA7C493B0542B85340744D7D875F;01/08/2002 00:00:00
634;"Ward Parkway Center";null;"Kansas City";37;"64106";0x25A42A3F027D1A46A9C4222AE41E3FE5;01/09/2002 00:00:00
635;"93-2501, Blackfriars Road,";null;"London";14;"SE1 8HL";0x995FE7008C482D46A0BCAC3C08A9DB77;01/09/2002 00:00:00
636;"Science Park South, Birchwood";"Stanford House";"Warrington";14;"WA3 7BH";0x5B2DFCC0E788604B8447BB3522BD79E5;01/07/2003 00:00:00
637;"Phoenix Way, Cirencester";null;"Gloucestershire";14;"GL7 1RY";0x96D4A3101E884240BBD05802CF73A872;01/09/2003 00:00:00
638;"255 Irving Street";null;"London";14;"C2H 7AU";0x2474A7D8AE94AB43A0111A9EBB3852E7;01/08/2003 00:00:00
639;"Garamonde Drive, Wymbush";"PO Box 4023";"Milton Keynes";14;"MK8 8ZD";0xDDCE348F6EFB1448B5099965A31BC2E5;01/09/2003 00:00:00
640;"251 The Metro Center";null;"Wokingham";14;"RG41 1QW";0xBBC54A0E0DBE964AA58E064DAEC08E1A;01/09/2003 00:00:00
641;"Bradford";null;"W. York";14;"BD1 4SJ";0x4195B9F7E11CB64AAE0D548E8FF4ABCD;01/08/2002 00:00:00
642;"Galashiels";null;"Scotland";14;"TD1 3HE";0xF3CD9335EC384748AD42157220E68F32;01/09/2003 00:00:00
643;"Banbury";null;"Oxon";14;"OX16 8RS";0x644CFF9905B4C14A85ED49E4E60EF87F;01/09/2002 00:00:00
644;"Bradford";"Raven House, Kingsgate";"W. York";14;"BD1 4SJ";0x2E4E68659CD3F74E80D886C2F576C3C2;01/08/2003 00:00:00
645;"Garamonde Drive, Wymbush";"P.O. Box 803";"Milton Keynes";14;"MK8 8ZD";0xE799F96E1055024BB89EDDCF51AE3864;01/07/2003 00:00:00
646;"Butterfield Hse, 7-251 Chapel St";null;"Lancaster";14;"LA1 1LN";0xB3F4E1BCC0A93E41AC8D4C07A960E26C;01/08/2002 00:00:00
647;"Wade Road";null;"Basingstoke Hants";14;"RG24 8PL";0x29258C571CF1F34B80846B505461E1CC;01/07/2003 00:00:00
648;"586 Fulham Road,";null;"London";14;"SW6 SBY";0x7356A60D352A6A4EA607A6CC2D134EA8;01/08/2003 00:00:00
649;"Knaves Beech Ind.";null;"High Wycombe";14;"HP10 9QY";0x74FFFC11805C374BA84245C765D96029;01/09/2003 00:00:00
650;"Elmhurst Road, Goring";null;"Reading";14;"RG7 5H7";0x39C2C0E42F18B745A6BBB7E142FF0657;01/07/2002 00:00:00
651;"New Millhouse, 2583 Milton Park";null;"Abingdon";14;"OX14 4SE";0x47B844E8B3B01D49A4F10B78F56E4424;01/09/2003 00:00:00
652;"Wymbush";null;"Milton Keynes";14;"MK8 8DF";0x6309E254E9B0CF41AB7ED50459A3325C;01/09/2002 00:00:00
653;"Burgess Hill";"Edward Way";"West Sussex";14;"RH15 9UD";0x4786CC38BBB46946B21DC7497E76478D;01/09/2002 00:00:00
654;"308-3250 Casting Road";null;"York";14;"Y024 1GF";0x22C3679D98860A448F3E5E1E30EDBD0D;01/08/2003 00:00:00
655;"Wharfdale Road";null;"Berkshire";14;"RG11 5TP";0xCB3FE0D06E11D24A8B175C2F9FD3E8B0;01/08/2002 00:00:00
656;"7 Pioneer Business Park";null;"York";14;"Y03 4TN";0x155E86483A03FF40832718723D4A8846;01/08/2003 00:00:00
657;"Unit 99a Battery Retail Pk";null;"Birmingham";14;"B29 6SL";0xE0701A370258F94DBB285B6BDF202283;01/08/2002 00:00:00
658;"Ellesfield Ave";null;"Bracknell";14;"RG12 8TB";0x2F1528BC05800E4C98FF51BF77A4A667;01/08/2002 00:00:00
659;"Warrington Ldc Unit 25/2";null;"Woolston";14;"WA1 4SY";0x0D7D4AF4C59B7E42B3AEF638DD5804B0;01/09/2003 00:00:00
660;"6 The Farm, Liberty Road";null;"Maidenhead";14;"SL67RJ";0x6B612DE206EAE948A00FB1C4BB02F595;01/09/2003 00:00:00
661;"725a The Arches";null;"Berks";14;"SL4 1RH";0x98F5F538BBE99C49B90D088B2CD1B5BD;01/08/2002 00:00:00
662;"Paramount House";null;"London";14;"W1N 9FA";0x77100DE535D1CC41A0B1C53395F94541;01/09/2002 00:00:00
663;"2524 Barlby Road";null;"London";14;"W10 6BL";0xBA6EE9D88C256C4F83BB4CCB2235BBF7;01/08/2003 00:00:00
664;"99-3 Forest Works";null;"London";14;"E17 6JF";0x5AAF46EB2BECFF41914EDDAE8EC1F476;01/07/2002 00:00:00
665;"46-44 Albemarle Street";null;"London";14;"W1X3SE";0x72B1011BCE960146AD19F545DCDFD62F;01/08/2003 00:00:00
666;"399 Clearing Green";null;"London";14;"EC1R 0DU";0xA1B0B4BA5A058145A93FE00C65C54FB6;01/08/2002 00:00:00
667;"997b Tradescant Road";null;"London";14;"SW8 1XD";0x1580310ABE4F9A47B2DAEEE21DF430AF;01/08/2002 00:00:00
668;"2574 Milton Park";null;"Oxford";14;"OX14 4SE";0x89C6D06244CFB34A9C3E6142F4E0101C;01/08/2003 00:00:00
669;"Internet House, 3399 Science Park";null;"Cambridge";14;"CB4 4BZ";0x2AECBA56C55C904ABEF9EE57E82F2E69;01/12/2002 00:00:00
670;"7 Garden House Cloisters, 8 Batters";null;"London";14;"SW8 4BG";0xF8AF3D332FF28C48928CE6ECCF65452B;01/07/2002 00:00:00
671;"25 Hartfield Road, Wimbledon";null;"London";14;"SW19 3RU";0xBC96FD00E66E2C4DA88C07BC1CAE6EFE;01/02/2004 00:00:00
672;"99 Dean Street, Soho";null;"London";14;"W1V 5RN";0xB1D4EBECC3118146A6DA2F73148FB63E;01/09/2002 00:00:00
673;"Park House-4th Floor, 2516 Park St.";null;"London";14;"W1Y 3RA";0x9E6706251B04524DB9A907A0D5E88EEA;01/08/2002 00:00:00
674;"67 Vincent Square, Victoria";null;"London";14;"SW1P 2NU";0x1B8C391A85206D4FA6EB56493855C5D1;01/09/2003 00:00:00
675;"7033, rue de Longchamp";null;"Les Ulis";177;"91940";0x727D2B0505AB784A8B3B4CF25E6EEC70;22/01/2004 10:09:29
676;"21105, rue de Varenne";null;"Paris";161;"75013";0x6ADF645954C6DC4DAF09E98DEB96D3F7;22/01/2004 10:09:29
677;"69, boulevard Tremblay";null;"Roncq";145;"59223";0x9B440C64E48DD1489C3E13F4A151D584;22/01/2004 10:09:29
678;"12, rue des Grands Champs";null;"Verrieres Le Buisson";177;"91370";0x07CC744892579649A2C876C565FA0157;22/01/2004 10:09:29
679;"121, rue de Varenne";null;"Courbevoie";178;"92400";0xE2B0F279992E314CB1046B9EC56487DD;22/01/2004 10:09:29
680;"22, rue du Départ";null;"Pantin";179;"93500";0x2BB44283A8972142A102BF39F9193818;22/01/2004 10:09:29
681;"6, rue des Pyrenees";null;"Saint Ouen";127;"41100";0xAE7254A616C3CC43879880A775F9C3F5;22/01/2004 10:09:29
682;"5, place de la Concorde";null;"Colombes";178;"92700";0xC60979CF30B9DA4B88FE2A26391E9095;22/01/2004 10:09:29
683;"36, avenue de la Gare";null;"Paris";161;"75019";0x69387E04BBCDBC45BF6A7E1B1760307E;22/01/2004 10:09:29
684;"26, rue Saint Denis";null;"Orleans";131;"45000";0xA9BFACD674FFCD4DAC298B0D03E4DEA6;22/01/2004 10:09:29
685;"68081, place du Tertre";null;"Colomiers";117;"31770";0x617DCF263081DD499A55A2E2AB0B622A;22/01/2004 10:09:29
686;"98, rue de Terre Neuve";null;"Lieusaint";163;"77127";0xD191A2F9F738014EA41F0621C84C41E2;22/01/2004 10:09:29
687;"21801, rue Léo Delibes";null;"Colombes";178;"92700";0x8F76DD3E44AB3F46A91AEBD5FE63FE81;22/01/2004 10:09:29
688;"2111, rue de Linois";null;"Orly";180;"94310";0x75E9240CCB940D4A81C905BF53151F36;22/01/2004 10:09:29
689;"39, route de Marseille";null;"Paris";161;"75016";0xDF23BE2E8AC96B40864CB6B702B518A8;22/01/2004 10:09:29
690;"57, rue des Vendangeurs";null;"Roissy en Brie";163;"77680";0x1F9CE173F623F94FA2F37322B7566783;22/01/2004 10:09:29
691;"98, rue Montcalm";null;"Paris";161;"75019";0x19313B61C988A34BABF78F28CD03B715;22/01/2004 10:09:29
692;"3387, rue Marbeuf";null;"Bobigny";179;"93000";0x150865F07EDA70488CC6D1EFF364968F;22/01/2004 10:09:29
693;"39, avenue des Laurentides";null;"Paris La Defense";178;"92081";0x9505DEC2EE469144B687B0300784A186;22/01/2004 10:09:29
694;"3101, avenue de Malakoff";null;"Paris";161;"75003";0x6EB171DF94DE3D4B9C2B6B775D0636EE;22/01/2004 10:09:29
695;"61, rue Henri Gagnon";null;"Les Ulis";177;"91940";0x632601EC1F98F64FA764AC02D38D1DDA;22/01/2004 10:09:29
696;"9005, rue des Bouchers";null;"Paris";161;"75005";0xCDE0350FB111CA43926786F0EB8713AD;22/01/2004 10:09:29
697;"18, rue de l´Esplanade";null;"Aujan Mournede";118;"32300";0xAEA7A966D1B8E344BF35BBEEFB7BD751;22/01/2004 10:09:29
698;"7551, avenue Foch";null;"Paris";161;"75010";0x3356E8B1C808174CB207E1E8672ACAEE;22/01/2004 10:09:29
699;"22, rue Lafayette";null;"Pantin";179;"93500";0x354D9F97C44D154EA1D6EBEDD0811F0B;22/01/2004 10:09:29
700;"215, avenue Reille";null;"Les Ulis";177;"91940";0x793600A799B4764A958A89C0C8BCFA27;22/01/2004 10:09:29
701;"54, avenue des Ternes";null;"Saint Ouen";127;"41100";0xF3B6885BE7DD4C44922300BC53B8DF0D;22/01/2004 10:09:29
702;"510, avenue de Villiers";null;"Orleans";131;"45000";0x896BC66F8A23CA4E923E4E586088244A;22/01/2004 10:09:29
703;"30, avenue de l´ Union Centrale";null;"Les Ulis";177;"91940";0x7EECB6D206C1454F824BAA18B3B5BEEA;22/01/2004 10:09:29
704;"33, rue Georges-Clémenceau";null;"Cergy";181;"95000";0x92EFE19DB720A1488028D74667F8719C;22/01/2004 10:09:29
705;"699bis, rue des Peupliers";null;"Paris";161;"75008";0x0CF3404ACD5108429F8C02A11B2439D6;22/01/2004 10:09:29
706;"3639, rue des Grands Champs";null;"Boulogne-sur-Mer";148;"62200";0xF04AB34FA8B69149B9A955B58579435E;22/01/2004 10:09:29
707;"3833, boulevard Beau Marchais";null;"Paris";161;"75009";0xF674793707D3F942B6578685F38CF104;22/01/2004 10:09:29
708;"1, place de la République";null;"Paris";161;"75017";0x24D51D52E5703043A2F3E5665CB1CF67;22/01/2004 10:09:29
709;"12, rue Lafayette";null;"Morangis";177;"91420";0xBD5235989FC8F146989F002A161FD687;22/01/2004 10:09:29
710;"88, avenue de l´ Union Centrale";null;"Paris";161;"75012";0x6C245C761AA34A4B9219ADA7DB25E47B;22/01/2004 10:09:29
711;"3383, rue Lamarck";null;"Paris";161;"75007";0x20A210A5BC7A574B97BFBFBDC6AE7D89;22/01/2004 10:09:29
712;"28, avenue des Champs-Elysées";null;"Croix";145;"59170";0x9644331F20E9814DBF034B10C79B6A93;22/01/2004 10:09:29
713;"21, avenue de la Gare";null;"Sèvres";178;"92310";0xCCD027A4C63C0247BA43F35106ED5C28;22/01/2004 10:09:29
714;"62, route de Marseille";null;"Suresnes";178;"92150";0x26E78B68C1334841B9D98271147B52A6;22/01/2004 10:09:29
715;"Karl Liebknecht str 299";null;"Frankfurt am Main";70;"60075";0xA06A670DD8F9A440934CDC3F092AB2D2;01/09/2003 00:00:00
716;"Roßstr 2248";null;"Stuttgart";70;"70511";0xAE8563325B86B04DBB127146ABD74DA4;01/08/2003 00:00:00
717;"Bundesallee 9571";"Rechnungsstelle - C 035";"Berlin";85;"14197";0xD3A96C51D9E4B4428F711F1DB32E140D;01/10/2003 00:00:00
718;"Auf Der Steige 29";null;"Muehlheim";20;"63151";0x2E875372B7250544A5C7FF6010BF97DF;01/08/2003 00:00:00
719;"Hellweg 4934";null;"Essen";20;"45001";0x2B791DAD58093047AE14795D6E78351F;01/07/2003 00:00:00
720;"Kurfürstenstr 9";null;"Duesseldorf";19;"40605";0x749BC148DC551641B464CB1F5C873196;01/09/2003 00:00:00
721;"Postfach 11 09 00";null;"Berlin";19;"14111";0xAAD510CFCC5B224EA983D8F1160BEBFD;01/09/2003 00:00:00
722;"Haberstr 29";null;"Bonn";20;"53131";0x877357DC127B084DA4FBD2856F653B41;01/07/2002 00:00:00
723;"Auf der Krone 53";null;"Bonn";53;"53131";0x6DB3892677BCFF418B63662F6AB1F253;01/08/2002 00:00:00
724;"Winterfeldtstr 5557";"Kreditorenbuchhaltung";"Münster";70;"48001";0x6B58111CE52F834FAA6F47FAD4E6AFEE;01/09/2003 00:00:00
725;"Alte Landstr 776";null;"München";20;"80074";0x1F710C1A495CC14A90DA2C3EF1D80C02;01/08/2003 00:00:00
726;"Kurfürstenstr 574";null;"München";19;"80074";0xC6DA0EB858764E4E8319C484A97DAB56;01/09/2003 00:00:00
727;"Königsteiner Straße 9";null;"Bad Soden";19;"65800";0x79E3EE280F56024C9258B7D7A36A91F3;01/08/2003 00:00:00
728;"Werftstr 4400";null;"Sulzbach Taunus";70;"66272";0xF3A4B3D700C43C4F8017F4AB40505756;01/10/2003 00:00:00
729;"Hans-Rosenthal-Platz 4223";null;"Grevenbroich";8;"41485";0x533186057068194DB2015D24EF261EB6;01/08/2003 00:00:00
730;"Nonnendamm 63";null;"Berlin";53;"14197";0x92D54AE2617AF14E9739BB001646F2FD;01/09/2003 00:00:00
731;"Berliner Platz 45";null;"Offenbach";70;"63009";0x08E4F83DEE6D104691846A9A2718749F;01/07/2003 00:00:00
732;"Brunnenstr 422";null;"Frankfurt am Main";20;"60082";0xF61640503BC5494799F336913A55E7A7;01/07/2003 00:00:00
733;"Rotthäuser Weg 511";null;"Stuttgart";70;"70511";0x892B25F7B0F4B045944CEC9CBA370E72;01/09/2003 00:00:00
734;"Am Karlshof 8200";null;"Hamburg";19;"22001";0xD58827601E9F17489B2E5A31BF1A710E;01/07/2002 00:00:00
735;"Holzstr 6444";null;"Salzgitter";19;"38231";0xF1F81BE907179542A5569778207130E9;01/09/2003 00:00:00
736;"Am Grossen Dern 982";null;"Hamburg";20;"20354";0x868F62AB664FA44BB3FD37BDC5478D4F;01/07/2003 00:00:00
737;"Conesweg 49";null;"Kiel";70;"24044";0x3FA3D6544C9A8E4C9AAF28DCA5348900;01/08/2003 00:00:00
738;"Krönerweg 9249";null;"Hannover";53;"30601";0x9F17A603D93CC44DAEC9D16430456A25;01/09/2003 00:00:00
739;"Auf Der Steige 1000";null;"Berlin";20;"14111";0x235EEF4943BB8848832CCBED8FCF9F0B;01/08/2003 00:00:00
740;"Wallstr 244";null;"Saarbrücken";70;"66001";0xEFFD3AA3B8513E4FBC5792C00B70074C;01/09/2003 00:00:00
741;"Roßstr 9938";"Verkaufsabteilung";"Eilenburg";85;"04838";0x8C05263D4B6AE140A8264DCF058A7F28;01/07/2003 00:00:00
742;"Pappelallee 19";null;"Dresden";19;"01071";0xC62A693DEBEE7B43B9FEA592EB161260;01/09/2002 00:00:00
743;"Karl Liebknecht str 399";"Leiter der Abteilung";"Berlin";19;"14111";0x00E0492B798A9649BE90A960C9935D06;01/12/2003 00:00:00
744;"Brunnenstr 9511";null;"Berlin";70;"14197";0x9405607FF6A6924B8D4B74C1BB0B166C;01/09/2003 00:00:00
745;"Knaackstr 7";null;"Paderborn";20;"33041";0xBECA4F958C4EEF4DAF3D0E8E044F37E4;01/08/2003 00:00:00
746;"Alderstr 1849";null;"Braunschweig";53;"38001";0x24E0116E2AFC114FB5826295FA8C3B4A;01/07/2003 00:00:00
747;"Kurfürstenstr 74";null;"Poing";70;"66041";0x55ABD6F74F2F114FA9F4A8C5FCBD4B05;01/07/2003 00:00:00
748;"Königsteiner Straße 449";null;"Leipzig";53;"04139";0x533BF173EE2447468FCD8D4FFEC02235;01/08/2003 00:00:00
749;"Buergermeister-ulrich-str 3000";"Buchhaltung";"Augsburg";8;"86150";0x7B61E07A7D716C468C6446AA3B21CAB2;01/09/2003 00:00:00
750;"Postfach 55 00 00";null;"Frankfurt";8;"91480";0x0C70D5E822A7674D9AC0CAF2EC6C019A;01/07/2003 00:00:00
751;"Helsenbergbogen 6";null;"Ascheim";20;"86171";0x505B5D02166F8A4289992D07413E8EF1;01/08/2003 00:00:00
752;"Buergermeister-ulrich-str 9500";null;"Augsburg";20;"86171";0x6BA02A6B76DD864AA6370EFE4D066AE3;01/08/2003 00:00:00
753;"Erftplatz 22";null;"Sulzbach Taunus";70;"66272";0x85F15D272089D848A4340BC105678369;01/08/2003 00:00:00
754;"Viktoria-Luise-Platz 475";null;"München";53;"80074";0x84E48CE3F7CCBB42A5D6690B2FAF8846;01/08/2003 00:00:00
755;"9920 Picketts Line Road";null;"Newport News";75;"23607";0x76C843B16114D64CAA2607E30AB6787F;01/07/2001 00:00:00
756;"855 East Main Avenue";null;"Zeeland";35;"49464";0xB720C47C3CB4404E98ED6C10CEC91C54;01/08/2001 00:00:00
757;"2532 Fairgrounds Road";null;"West Kingston";65;"02892";0x48E8553A0EB1C44C9E5FD20BE0EA650D;01/07/2003 00:00:00
758;"6900 William Richardson Ct.";null;"South Bend";25;"46601";0x3231244B763E8F47972EDDD813404423;01/08/2001 00:00:00
759;"99 Edgewater Drive";null;"Norwood";30;"02062";0x511DC66A79916648A397EEF974F60CB1;01/09/2003 00:00:00
760;"Attn: Accounts Payable";"44 Main Place";"Melville";54;"11747";0x58BE84A11D0E2240BA9B7E30E41860BB;01/09/2001 00:00:00
761;"225 Hyde Rd";null;"Farmington";11;"06032";0x8F4CE173AB860C42BAAADE965946F79E;01/08/2003 00:00:00
762;"6 Cotton Road";null;"Nashua";46;"03064";0x2C47093176D05E4C820CBA592408BE8F;01/09/2002 00:00:00
763;"5998 E Lorain";null;"Oberlin";55;"44074";0x2DB81520DAD8204399BCB13D47235348;01/08/2002 00:00:00
764;"Corporate Ofc A/p";"123 Fourth Ave";"Chantilly";75;"20151";0xC743132AC55287449A65A8D27DF73672;01/09/2002 00:00:00
765;"58 Teed Drive";null;"Randolph";30;"02368";0xCAFEF8646EBE564BB08E0B07535A09FA;01/08/2001 00:00:00
766;"63 Badgers Island West";null;"Kittery";33;"03904";0x9D71FE0554D41A4CBDE6C5A674D93A39;01/08/2002 00:00:00
767;"9963 Tresser Blvd.";null;"Stamford";11;"06901";0x91C6279CE2EC664ABC73ABB7EC5400DA;01/07/2002 00:00:00
768;"P.O. Box 9005";null;"Endicott";54;"13760";0xD1EC353B600AA749BCE9C7EA83DBD21B;01/12/2001 00:00:00
769;"Saltonstall Parkway";null;"East Haven";11;"06512";0x6AEBB725F8CAE5459A899DC8877B9A90;01/09/2001 00:00:00
770;"123 Union Square South";null;"New York";54;"10007";0x79ADC2CED289A743BA8CFB2B11BDC170;01/08/2001 00:00:00
771;"42522 Northrupp";null;"Fort Wayne";25;"46807";0xAE4F1C859B9DC54F8C023F454AC4ED9A;01/07/2001 00:00:00
772;"675 East Ave.";null;"Warwick";65;"02889";0x69488E74F244854F812ED2669156910F;01/11/2001 00:00:00
773;"77993 Mentor Ave.";null;"Mentor";55;"44060";0x3E175FD83E63BA468D8D6C65396D641A;01/09/2003 00:00:00
774;"9920 North Telegraph Rd.";null;"Pontiac";35;"48342";0x2E7BC77B84ED3A44BD50F67718DEA95D;01/09/2001 00:00:00
775;"46460 West Oaks Drive";null;"Novi";35;"48375";0x624A61D0E008834FAC7251F58170B653;01/09/2002 00:00:00
776;"997000 Telegraph Rd.";null;"Southfield";35;"48034";0x419315F0DB8C8745BC7495FFB9E7D662;01/11/2001 00:00:00
777;"25850 Post Road";null;"Westport";11;"06880";0xBA601B5EB6838A4FBB446B22E989ED25;01/10/2001 00:00:00
778;"9975 Union St.";null;"Waterbury";11;"06710";0x4066BD384B3A66498D156C8EBA063400;01/09/2001 00:00:00
779;"7505 Commercial Dr.";null;"New Hartford";54;"13413";0x5A4CFF0627500E409CE9DE60C1D5A61B;01/08/2002 00:00:00
780;"89950 Castleton Corner";null;"Indianapolis";25;"46204";0x45A472A17F426C4EA2B41368E9D41DC3;01/07/2002 00:00:00
781;"99200 Dixwell Ave.";null;"Hamden";11;"06518";0x5EAAA26AEC5E334CA26681DD88289A6D;01/08/2003 00:00:00
782;"630 Oldgate Lane";null;"Milford";11;"06460";0x55B865695CF9784C847DDF52BC211CF8;01/10/2001 00:00:00
783;"25264 E. 260th";null;"Euclid";55;"44119";0x01795A5A53E3E24FB385E559ED273DB1;01/07/2001 00:00:00
784;"225200 Miles Ave.";null;"North Randall";55;"44128";0x0888C4961D815044A1662BE3BE7C2FDF;01/08/2001 00:00:00
785;"399700 John R. Rd.";null;"Madison Heights";35;"48071";0x4741237B95CDE845A1D5711FE6A33DAC;01/08/2001 00:00:00
786;"6789 Warren Road";null;"Westland";35;"48185";0x86CFB090E170D845B6FD0E1804A734C2;01/12/2002 00:00:00
787;"42500 South Franklin Street";null;"Michigan City";25;"46360";0x7300405AE45E944CBD37213026441E4B;01/07/2003 00:00:00
788;"2533 Eureka Rd.";null;"Southgate";35;"48195";0xFA98F67E8E90BB428A2DC62F5106323A;01/09/2002 00:00:00
789;"250000 Eight Mile Road";null;"Detroit";35;"48226";0x53572566B9B1C049AB1D1DE8217D5142;01/08/2002 00:00:00
790;"6405 Erie Blvd. Hills Plaza";null;"De Witt";54;"13214";0xE637433D3ABC5D4396604DC681B20F20;01/08/2002 00:00:00
791;"Great Northern Mall Hwy4 & Rt. 31";null;"Clay";54;"13041";0xA8903E3747542B4D89EB3A0750EC7684;01/09/2002 00:00:00
792;"250 E. County Line Rd.";null;"Indianapolis";25;"46204";0x480185B83D8AC047B7BD7B8C7F9FA599;01/08/2001 00:00:00
793;"6225 Glenway Ave.";null;"Cincinnati";55;"45202";0x6FE8F8B80D124044B284E6C594C08924;01/08/2002 00:00:00
794;"998 Forest Road";null;"Saginaw";35;"48601";0x1B4C0901792D2D4081069E80FBD57DC8;01/08/2003 00:00:00
795;"99800 Tittabawasee Rd.";null;"Saginaw";35;"48601";0xD5D2D634ECFEB84097B5CCEB89164305;01/08/2002 00:00:00
796;"25192 Princeton Rd.";null;"Springdale";55;"45246";0x5F4816AE3B1978409435F78364625F39;01/08/2003 00:00:00
797;"678 Eastman Ave.";null;"Midland";35;"48640";0x6FE66D98E6743048A2AD9212EFB77B76;01/09/2002 00:00:00
798;"New Castle Plaza";null;"New Castle";25;"47362";0x6D60849076AE2F4D86855334CB744041;01/08/2002 00:00:00
799;"Woodbury Commons";null;"Central Valley";54;"10917";0xD8D8FCAACEC006479B82B1CAACCC4F8F;01/08/2002 00:00:00
800;"Indiana Factory Shops";null;"Daleville";25;"47334";0x00608EF49061AB4CBE01D433436FD581;01/07/2002 00:00:00
801;"Horizon Outlet Center";null;"Holland";35;"49423";0x52BA15DC6CB65F4CBDAF1713E8C54B46;01/07/2001 00:00:00
802;"Washington Square Ii";null;"Indianapolis";25;"46204";0x269592247B59C249B5AE7DFF9B67C0B7;01/08/2001 00:00:00
803;"Regency Hilltop Shopping Cntr";null;"Virginia Beach";75;"23451";0xBACDB1C1941B5A44AEB6F904106223E7;01/08/2002 00:00:00
804;"Ames Plaza";null;"Saugus";30;"01906";0xDD6878CA160D6349AFDB0980626A600E;01/08/2002 00:00:00
805;"The Corner Shopping Center";null;"Falls Church";75;"22046";0x7D1E13AD0B826C40AC024D8E43BDD03A;01/12/2003 00:00:00
806;"Horizon Outlet Center";null;"Monroe";35;"98272";0x1BC386A9634B2549AAFDB95260D5D586;01/08/2002 00:00:00
807;"Leesburg Premium Outlet Centre";null;"Leesburg";75;"20176";0x82FAF6546257274CB0FE5A30E06C57B2;01/07/2001 00:00:00
808;"Tree Plaza";null;"Braintree";30;"02184";0xAB9431AACD00594990F8BDDE84BE54A3;01/07/2001 00:00:00
809;"Granite State Marketplace";null;"Hooksett";46;"03106";0x85F769A25E06F140AC7863019070FD5E;01/09/2001 00:00:00
810;"Redford Plaza";null;"Redford";35;"48239";0xF488E9432DB82444A59F43DD81F9016B;01/07/2001 00:00:00
811;"Walnut Hill Plaza";null;"Woonsocket";65;"02895";0x39FAD3E9BCE17B43812EF953319A620B;01/08/2003 00:00:00
812;"Consumer Square";null;"Cheektowaga";54;"14227";0x22067938BCA0814ABFCEE1B113C2BC81;01/08/2003 00:00:00
813;"Adirondack Factory Outlet";null;"Lake George";54;"12845";0x061B492C90B21C4B85AF54750EDD4BE0;01/09/2003 00:00:00
814;"Buckeye Factory Shops";null;"Burbank";55;"44214";0x61CC7404D1171F45AD12DE16BF2D8EB0;01/08/2002 00:00:00
815;"Wrentham Village";null;"Wrentham";30;"02093";0x3285AA9056893B4E95A35B4F0455957E;01/09/2003 00:00:00
816;"Lake Region Factory Outlet";null;"Tilton";46;"03276";0x6B6CA7C158F331479214AD74A6C6819E;01/08/2001 00:00:00
817;"Cherry Grove Plaza";null;"Cincinnati";55;"45202";0xA26E6665E4D3454AB61ED500B63C7C09;01/09/2001 00:00:00
818;"Johnny Appleseed Shop.center";null;"Mansfield";55;"44903";0xC58E670F45BED14CB52963D24A9705AF;01/09/2001 00:00:00
819;"Spring Meadows Place";null;"Holland";55;"43528";0x93E3345A2226A04DBD942161BFD25CCA;01/11/2003 00:00:00
820;"Westside Plaza";null;"Nashua";46;"03064";0xF21476228FC1A9418B84D8D76371C6FB;01/07/2002 00:00:00
821;"Stateline Plaza";null;"Plaistow";46;"03865";0xBF0B9CE89B36EC448643AAF9392913BB;01/07/2001 00:00:00
822;"Pyramid Mall";null;"Ithaca";54;"14850";0xD29BE83D576A5F469598451582ADD8C1;01/07/2001 00:00:00
823;"Logansport Mall";null;"Logansport";25;"46947";0x3AFFEEAC3FCB7F40BBFCE0A2B30657E6;01/09/2002 00:00:00
824;"Dansk Square";null;"Kittery";33;"03904";0xABE720F7AF46744EAAE8DE217854994C;01/08/2002 00:00:00
825;"Port Huron";null;"Port Huron";35;"48060";0x47DFCAA118C0CC4083816CC940DE46C8;01/10/2001 00:00:00
826;"Kensington Valley Shops";null;"Howell";35;"48843";0x484DD0C22BEF4943877BEA6DF9895079;01/07/2002 00:00:00
827;"Polaris Town Center";null;"Columbus";55;"43215";0x6D5A5904254835408E2E3E9DD6C52911;01/08/2002 00:00:00
828;"Green Acres Mall";null;"Valley Stream";54;"11580";0xF22C85BC5FA07349BAD1C3A12B912C01;01/08/2002 00:00:00
829;"Connecticut Post Mall";null;"Milford";11;"06460";0x0FC8ACB99547FC49AFFB4F178EE73958;01/08/2001 00:00:00
830;"Indian Mound Mall";null;"Heath";55;"43056";0x8009D5923B2A094FB966CEFEDE1CBE84;01/12/2002 00:00:00
831;"Amity Plaza";null;"New Haven";11;"06510";0x6C180D9BE0613B459F377A8E03194F6B;01/07/2003 00:00:00
832;"2251 Elliot Avenue";null;"Seattle";79;"98104";0x1A8E6A6DD8FF2D4DA70D88467049A880;01/08/2001 00:00:00
833;"3207 S Grady Way";null;"Renton";79;"98055";0x740A674ECE8AC84491ED76CBA7190BC2;01/08/2002 00:00:00
834;"99300 223rd Southeast";null;"Bothell";79;"98011";0xA8AE05D59AB8ED4190A944D4179EFF77;01/04/2003 00:00:00
835;"259826 Russell Rd. South";null;"Kent";79;"98031";0xB332385DDD729B4AA5968293D4037C18;01/09/2001 00:00:00
