"ContactID";"NameStyle";"Title";"FirstName";"MiddleName";"LastName";"Suffix";"EmailAddress";"EmailPromotion";"Phone";"PasswordHash";"PasswordSalt";"AdditionalContactInfo";"rowguid";"ModifiedDate"
3972;false;null;"Lucas";null;"Johnson";null;"lucas14@adventure-works.com";0;"1 (11) 500 555-0110";"C886C991D90BEC10D63623B5D3955F07DE353712";"r4YxxXU=";null;0x81D8A6FF1EA1BF45AFB6DE6B77C3A411;18/11/2003 00:00:00
3973;false;null;"Lucas";null;"Williams";null;"lucas15@adventure-works.com";0;"907-555-0167";"08F8C2DC66C109DCD36C0330960A64C845A0F8DE";"Xzk0mWo=";null;0x12468C0B602C724086BA1B71751FF184;19/02/2004 00:00:00
3974;false;null;"Lucas";null;"Jones";null;"lucas16@adventure-works.com";1;"1 (11) 500 555-0118";"10D8C28A9F9BF0D921A96D0DD6AB14C00A859A4A";"OrY1EQw=";null;0x3E0F959C1CBC244998D8091849BA71B2;30/03/2004 00:00:00
3975;false;null;"Bianca";"K";"Liu";null;"bianca3@adventure-works.com";2;"1 (11) 500 555-0179";"D43833FC40923F57CB0AA1006B27E0E837011232";"haQ1cxQ=";null;0x8D7BF7CE4AD61A4EA72D920AF8D4D4C0;01/10/2003 00:00:00
3976;false;null;"Bianca";"E";"Yang";null;"bianca4@adventure-works.com";0;"1 (11) 500 555-0198";"CA227B839BFC68EEFDBDB716515275CC679107D7";"pOmJlNE=";null;0xE562012075A19243816F01591B987F11;25/03/2004 00:00:00
3977;false;null;"Bianca";"J";"Huang";null;"bianca5@adventure-works.com";0;"1 (11) 500 555-0139";"98EC4134F8895B3B879F26231C7C0CF4D534B8A5";"zrsVv8o=";null;0x69A0A79B94D2B64281F76EC447BCA7D7;23/08/2003 00:00:00
3978;false;null;"Lucas";null;"Brown";null;"lucas17@adventure-works.com";0;"875-555-0124";"9FA9CA76ACB3D2700152F5CFFFFADE67E0F9D7D3";"CHnR6Cg=";null;0x6FCA50DBBB55AB4E9AFB50A86B0FBD7A;14/03/2004 00:00:00
3979;false;null;"Bianca";"F";"Wu";null;"bianca6@adventure-works.com";1;"1 (11) 500 555-0135";"D89253944D86E320C6C8C9C0C513470D07F31BAD";"KpV3dRQ=";null;0x9DB44306E953234098509986880C6981;15/11/2003 00:00:00
3980;false;null;"Lucas";"S";"Davis";null;"lucas18@adventure-works.com";0;"1 (11) 500 555-0175";"BCB2B1624FFFC6F6E8426C437A8EAF677C406ABE";"rgGR0h4=";null;0x64F4590DADE11448AE60B929675BABD2;25/06/2004 00:00:00
3981;false;null;"Bianca";null;"Lin";null;"bianca7@adventure-works.com";0;"1 (11) 500 555-0121";"D9B24D7200DBA2F970E624484FE73B5F78F503C0";"IqUrlSI=";null;0x126E08D34480BA48888E25807C3B9E3C;01/11/2001 00:00:00
3982;false;null;"Lucas";"L";"Miller";null;"lucas19@adventure-works.com";0;"1 (11) 500 555-0131";"35E3EFC35380E597DEA7F9C31BA42E5C1D69A665";"BPpW4FE=";null;0xE811D81971E8144DAF966908E2B2A4F3;22/03/2003 00:00:00
3983;false;null;"Lucas";null;"Wilson";null;"lucas20@adventure-works.com";0;"434-555-0196";"443424FD4682B8ECC7F21E36EFAC6AF7E889200B";"zsfJrwg=";null;0xA7B9172D55AAEC4BB48D3DFFD49A4D9F;05/03/2004 00:00:00
3984;false;null;"Lucas";"J";"Moore";null;"lucas21@adventure-works.com";0;"1 (11) 500 555-0137";"2EB8C7586E47AFD05E552484632FA7AA39BC33D3";"z3pevgY=";null;0x45E71669A090CD46989C118379391933;21/09/2003 00:00:00
3985;false;null;"Lucas";"V";"Taylor";null;"lucas22@adventure-works.com";0;"149-555-0146";"432A3BA2C95150198B4D575DB1F8DA7187B09D23";"eC8gvSM=";null;0x69471C0F50BE8D48A7E4193FE43D5B44;19/08/2003 00:00:00
3986;false;null;"Lucas";null;"Anderson";null;"lucas23@adventure-works.com";0;"990-555-0111";"375E4942A156B0280F7874827226C516493C32D2";"wuICzKM=";null;0x9ED23FA9E1690643861B9F6BAEFC20DE;07/10/2003 00:00:00
3987;false;null;"Lucas";"E";"Thomas";null;"lucas24@adventure-works.com";0;"651-555-0160";"FE78D97DBB32DE1B2EE2617877C48C91E7DFED51";"13k3PGs=";null;0x1BBB925B1096D84F8973AF8633D1DF72;28/08/2002 00:00:00
3988;false;null;"Alvin";"M";"Zeng";null;"alvin21@adventure-works.com";0;"1 (11) 500 555-0174";"079DCDE655B8F18E490DA93BE75D78B6CAEB5EA3";"m5RyERI=";null;0x09DE53017E15324EAE285CD2077E6B67;11/01/2004 00:00:00
3989;false;null;"Bianca";null;"Zhao";null;"bianca8@adventure-works.com";0;"1 (11) 500 555-0184";"EE093988F46639FBFCBB3482DFD6329D06A13DDC";"b4nmT9g=";null;0xC86457A2BF4CA5478FE79D8C73542FB7;28/01/2003 00:00:00
3990;false;null;"Lucas";"A";"Jackson";null;"lucas25@adventure-works.com";0;"1 (11) 500 555-0144";"F72ADFE108B35166B15183D717A80C3CE546E22E";"nF3ikEM=";null;0x0140678FD501774CB8EC05D366673F1A;09/01/2004 00:00:00
3991;false;null;"Bianca";null;"Lu";null;"bianca9@adventure-works.com";2;"1 (11) 500 555-0138";"6C655B74F2A02ED75758960798FAA85D4D6A7EFC";"RfIPkRA=";null;0xEDBB61BE8389C3429B166C3D4F3BAD9B;14/05/2003 00:00:00
3992;false;null;"Lucas";"R";"White";null;"lucas26@adventure-works.com";2;"703-555-0112";"C9A0E1ECFAA44977DF6291BAFB26A91D52426E5E";"LFiaSjs=";null;0xCD6A1A3A1645C742A791457D561E6FE3;17/04/2004 00:00:00
3993;false;null;"Lucas";"E";"Harris";null;"lucas27@adventure-works.com";0;"921-555-0176";"C40190A795F12734A02B7D59FF2B84231878AE72";"L68ICrY=";null;0x0080BA52C10D8144A632CF3F8151D976;13/10/2001 00:00:00
3994;false;null;"Lucas";"L";"Martin";null;"lucas28@adventure-works.com";2;"434-555-0192";"9B864DF48C0E266EA7F7E6207C9460698AEB66D1";"gQNBty0=";null;0x5CF37E2E0F8B3B49AB14F99FAA760DE3;01/09/2001 00:00:00
3995;false;null;"Lucas";"O";"Thompson";null;"lucas29@adventure-works.com";0;"932-555-0197";"5F84C3A571F35A8FFBE947DAD2FB1FADCDE78AF0";"cZajYzc=";null;0x423E27C2D492FB428F826E1308B131D2;14/04/2004 00:00:00
3996;false;null;"Bianca";"D";"Zhu";null;"bianca10@adventure-works.com";1;"1 (11) 500 555-0159";"65B187CDB1CD3B535F076A14767B27881DDB879F";"zqJxy9I=";null;0x61EFD5A51E26EE4C95AB470DDF56CFBA;04/12/2003 00:00:00
3997;false;null;"Lucas";null;"Garcia";null;"lucas30@adventure-works.com";0;"143-555-0184";"2C2B2CE94C00ADB64CA618FDD5A6C100C6AC41AC";"A2SlWpg=";null;0x039F1173841EC6488E283F01035A3A20;29/05/2003 00:00:00
3998;false;null;"Bianca";"C";"Gao";null;"bianca11@adventure-works.com";2;"1 (11) 500 555-0181";"48CDF64E1BE118A3F86D9D03F5AC1E2084D2059A";"LkFIK6w=";null;0x67C9ADFA721B9045A5ED8616107DD775;12/12/2002 00:00:00
3999;false;null;"Lucas";"S";"Martinez";null;"lucas31@adventure-works.com";2;"984-555-0111";"118B8B1D025EC18D51C57E01F2C010D36E803C7A";"3f+GpAo=";null;0x3BB6DABE5EE2AB4396E8DEB72ED89F24;25/06/2004 00:00:00
4000;false;null;"Bianca";null;"Ma";null;"bianca12@adventure-works.com";0;"1 (11) 500 555-0118";"EFECFAEC4F714814A16B5E8C6483C5DE939ABDD0";"IqKj1Vw=";null;0xCA9C414B6127BD4F8E7F84AE336B7B5D;28/08/2003 00:00:00
4001;false;null;"Lucas";"F";"Robinson";null;"lucas32@adventure-works.com";2;"178-555-0194";"5D8066F4716858044DB4E0BB9564AAFAB5EA8751";"cqu4Rm8=";null;0x5907548A2684624BBCF9A7E8288E9DDA;01/12/2003 00:00:00
4002;false;null;"Bianca";"B";"Liang";null;"bianca13@adventure-works.com";0;"1 (11) 500 555-0175";"6EF09109F30B30963F4235C90F438833C5C56874";"GysmKiA=";null;0x29766081C29E0D4295882E04CBA2A4D5;21/02/2003 00:00:00
4003;false;null;"Lucas";null;"Clark";null;"lucas33@adventure-works.com";2;"159-555-0120";"134276CD348583A1128D641C600263AF5B7C1120";"VYPmpio=";null;0x33CEFB0E8C2ACF4FB3F8B660D0B78E70;10/04/2004 00:00:00
4004;false;null;"Lucas";"P";"Rodriguez";null;"lucas34@adventure-works.com";0;"303-555-0198";"CC82E922984DF8A00B393CB2A4F9F95BC874833E";"5vl/Cc0=";null;0xE74690B1CD51CB40ACA85B052A8258AB;09/01/2004 00:00:00
4005;false;null;"Bianca";"Y";"Guo";null;"bianca14@adventure-works.com";1;"613-555-0188";"132BA1C8A57BD5298254A86FAAF04D9D5FD09A94";"bipr4s4=";null;0x7588E81605103341B5A6B22DCAF7ACA1;17/05/2002 00:00:00
4006;false;null;"Lucas";"A";"Lewis";null;"lucas35@adventure-works.com";0;"810-555-0171";"6749CC4449C85C3CF2EC71D64A442A1CDB4F4879";"y9LLwm8=";null;0x4E646D7DCB5CA74AB9C2B00B8EF99447;10/02/2002 00:00:00
4007;false;null;"Lucas";"J";"Lee";null;"lucas36@adventure-works.com";0;"703-555-0179";"095617516393394BB8E5328965515A21EF390773";"cLKTm9c=";null;0x1EA6F8F2D0270242B31B46146E1FB097;13/11/2003 00:00:00
4008;false;null;"Lucas";null;"Walker";null;"lucas37@adventure-works.com";0;"174-555-0185";"F6BFE56FD2397976A1B0FCED647CDEE06E941FFC";"r5PZeG8=";null;0x5F26F9324E66D14598B7216D200E5A47;12/09/2003 00:00:00
4009;false;null;"Alvin";"E";"She";null;"alvin22@adventure-works.com";0;"1 (11) 500 555-0130";"59EAE25BCF8C7C482789142BE7E41342307D0BBF";"97tIwTw=";null;0x37E8DAF2D32A684184ACBF9DE9E2381D;11/08/2001 00:00:00
4010;false;null;"Bianca";"J";"Harrison";null;"bianca15@adventure-works.com";0;"1 (11) 500 555-0155";"48891973B843D33A36660E664109939BCE0C1D83";"JiJFgNY=";null;0xD80EF2110060A34F8BB513F8C04A00D7;29/10/2003 00:00:00
4011;false;null;"Lucas";null;"Hall";null;"lucas38@adventure-works.com";0;"747-555-0158";"760116D24719EA7F108959DE672942DE48E52081";"C1AWni8=";null;0xE71B953BC77FDE47B343D47D913BD3F2;09/06/2004 00:00:00
4012;false;null;"Lucas";null;"Allen";null;"lucas39@adventure-works.com";1;"158-555-0171";"F4162B94E9234B699FFAA6AC388F673D715E1414";"J3dNEQ8=";null;0x535F3D7C3570054FB269416636F30FF7;21/08/2003 00:00:00
4013;false;null;"Lucas";"M";"Young";null;"lucas40@adventure-works.com";1;"1 (11) 500 555-0153";"467CBB8DFB7B0D45993A82D5FD22C9953E4C7591";"lQZS8CE=";null;0xC6AC2F75AAD46B4FAE2D049443550DFA;17/01/2004 00:00:00
4014;false;null;"Lucas";null;"Hernandez";null;"lucas41@adventure-works.com";1;"205-555-0120";"4781E980BB7B699E6B1787F7E1C7CB4A3FEE757F";"yA32ja4=";null;0x6B997896D9CEB547A1ACCCEEA887ABD1;14/10/2003 00:00:00
4015;false;null;"Lucas";"L";"King";null;"lucas42@adventure-works.com";2;"681-555-0189";"7B52A3382B873C014666169872BE8E7361ACF134";"E5O9wXQ=";null;0xD1697C9E2599E74D9995661CD41EA9EE;19/08/2003 00:00:00
4016;false;null;"Lucas";null;"Wright";null;"lucas43@adventure-works.com";1;"649-555-0138";"3357D5C43C987A5AF6C5298F901CDE29B7C9C1B6";"v9BF8fI=";null;0xB7593E4CC08A0C4080B3B95878AA9DB4;09/09/2003 00:00:00
4017;false;null;"Bianca";"G";"Zheng";null;"bianca16@adventure-works.com";1;"644-555-0149";"BF9FE8369AE2F1A75B93AD25A5CD9DC5C0A7DE0C";"vBNsX/c=";null;0xDA30D0FC1E32F3499242682D7D456DB5;27/07/2001 00:00:00
4018;false;null;"Lucas";"J";"Lopez";null;"lucas44@adventure-works.com";0;"369-555-0176";"9D4C9CA7BDAD0C8BACC41174EFBD323B037E8469";"mYwhGJs=";null;0xAA07BDBB016E1B4AA9AFAFC1DAFEC99E;20/04/2004 00:00:00
4019;false;null;"Lucas";null;"Hill";null;"lucas45@adventure-works.com";0;"219-555-0196";"8C4561089F90E67D6B4FBE3F6B1F477439CE0DF2";"3ZCGpG0=";null;0xFFD36B60377AEC4FA72288D7D2770F4D;06/07/2001 00:00:00
4020;false;null;"Bianca";null;"Hu";null;"bianca17@adventure-works.com";2;"609-555-0188";"B4E3A879003534CCF787D1E54DDEE016A9A57964";"iQXaACw=";null;0x77CA517A1DA22741A1D54943B35A9887;31/07/2004 00:00:00
4021;false;null;"Lucas";"L";"Scott";null;"lucas46@adventure-works.com";1;"764-555-0119";"C3BD616E35072461E50354CA276477DEF1A57B45";"MKwABvI=";null;0xEEB792C581E5AB4FB6ABFD43D0CCC4E9;22/08/2003 00:00:00
4022;false;null;"Bianca";"D";"Cai";null;"bianca18@adventure-works.com";2;"1 (11) 500 555-0111";"78E25F49E3EFC71131F773F671833EBE54DFE8BE";"cDM4BCo=";null;0xD68CFC2AD7B939448B94A95B8E9ED594;10/10/2002 00:00:00
4023;false;null;"Lucas";null;"Adams";null;"lucas47@adventure-works.com";1;"300-555-0118";"A74263FAA7AD5ADFE5866E5616823AD48BC65242";"zIsrQaI=";null;0x24309658D67FCA4B96B56060D80204DF;22/04/2004 00:00:00
4024;false;null;"Lucas";null;"Baker";null;"lucas48@adventure-works.com";0;"787-555-0141";"BB559BB0907CE112AA928D0D00B66756B81B0E2E";"2mOCoLo=";null;0x4CEC05CDD7F2E842AA4E07D5B401DA6F;15/10/2003 00:00:00
4025;false;null;"Jackson";null;"Yang";null;"jackson0@adventure-works.com";0;"1 (11) 500 555-0111";"65D27E9A092CD1A59119933D568F2217F2CA5990";"aPPebKY=";null;0xB3540D634DD5AE498680FC1697EC9F4F;04/05/2004 00:00:00
4026;false;null;"Jackson";null;"Kumar";null;"jackson1@adventure-works.com";0;"978-555-0158";"5D63106C74F08F9D427571C434445109EADB37E9";"OkuNbN4=";null;0x449A747139E2F54380B7E7178FC3C015;26/03/2004 00:00:00
4027;false;null;"Cara";null;"Zhang";null;"cara0@adventure-works.com";0;"1 (11) 500 555-0124";"D003088265A7C1038BCE95687BCA034941C40869";"9ECNfys=";null;0x11987DF35DD9E042A10900E588EEE7C7;25/12/2003 00:00:00
4028;false;null;"Jackson";"E";"Lal";null;"jackson2@adventure-works.com";2;"336-555-0171";"3B2A59C6D3C899DD00181A3E672B06878FB9DEE0";"Z5Cdk3E=";null;0x22658DAEB8CCD14898B16AB0DC1ABBA5;05/02/2004 00:00:00
4029;false;null;"Cara";null;"Wang";null;"cara1@adventure-works.com";0;"1 (11) 500 555-0190";"D34688B35A48E1EA47B8511DE9B409D276C544E6";"MtUn4Ic=";null;0x812803410507384FA9C9115A3499A7FC;17/11/2003 00:00:00
4030;false;null;"Jackson";null;"Sharma";null;"jackson3@adventure-works.com";1;"487-555-0171";"AF87F7DF696BE88E4CA471BE905490AB17726CB6";"e8AmZpo=";null;0x67DB546548851B4C98F1836A3FC070BF;26/10/2003 00:00:00
4031;false;null;"Cara";null;"Li";null;"cara2@adventure-works.com";0;"1 (11) 500 555-0183";"32AFF0425D153BB993448AECF9200D634D670A87";"vN78eHE=";null;0x07871671DD91734A85EB28984041207B;27/05/2004 00:00:00
4032;false;null;"Jackson";null;"Shan";null;"jackson4@adventure-works.com";0;"379-555-0190";"0D1659CB4D4BD60AD53C3666CD75A191786967AC";"MTovRU0=";null;0xB1B6CDB3A8E69A40855EDB2323E3A3AC;03/05/2003 00:00:00
4033;false;null;"Alvin";"C";"Deng";null;"alvin23@adventure-works.com";0;"1 (11) 500 555-0121";"7D9C0506457BE41001B3AEC62023257B32BCB3F2";"K84J0Zs=";null;0xD327142371F1E74483174E3BE4A91AD2;17/09/2003 00:00:00
4034;false;null;"Jackson";null;"Jai";null;"jackson5@adventure-works.com";0;"767-555-0137";"C7606D44FA3B8B0CFCF43E26167CDE67B9F0CE56";"m/8Y7os=";null;0xD0CA9767904AF740A2931567128ABAB9;15/08/2002 00:00:00
4035;false;null;"Cara";null;"Wu";null;"cara3@adventure-works.com";0;"833-555-0143";"9607935F7A3D0E4547BCB5877D8E45B4E13F0595";"GenlvlA=";null;0xAB949BD93BDAFA4D9A1289506B6AA7CF;16/03/2004 00:00:00
4036;false;null;"Charles";"M";"Smith";null;"charles3@adventure-works.com";1;"1 (11) 500 555-0195";"B756A370D9AB5ED6218E20FE17D7E47EF16FC879";"QRp6LCg=";null;0xB842C2D5BE9EDB45B443EB6E0EFE5811;15/06/2004 00:00:00
4037;false;null;"Cara";null;"Lin";null;"cara4@adventure-works.com";0;"1 (11) 500 555-0182";"277AD43A6A9FCBB3ECCA690963B3BF1F94FE5509";"gKzN2mQ=";null;0xD8044597BADAAB4286141978C6FC9E9F;18/08/2003 00:00:00
4038;false;null;"Charles";null;"Johnston";null;"charles4@adventure-works.com";1;"540-555-0148";"3C683E9E0F7918BBFB6437864B9963CC3CB88D03";"tF0D4lM=";null;0x91CF505C4EDDA5459B41181651101450;02/12/2003 00:00:00
4039;false;null;"Charles";null;"Williams";null;"charles5@adventure-works.com";0;"177-555-0190";"A92643BACF5E8509192514D3078DF42D259022D8";"IlKgFE4=";null;0xD5ACC9C394794749B3AF62D05053FB05;03/05/2004 00:00:00
4040;false;null;"Cara";null;"Zhou";null;"cara5@adventure-works.com";2;"1 (11) 500 555-0118";"0D33FB202013BCCC0E13046FE0D4A871B6121D81";"Nf3XCyI=";null;0xC6830E8EF1D44E48937826649898372D;09/08/2003 00:00:00
4041;false;null;"Cara";"L";"Ye";null;"cara6@adventure-works.com";0;"1 (11) 500 555-0196";"C9B3FF13FE9AACB8096B5CE9806666252659CECE";"LNBo2V0=";null;0x1DBD8111145267499717B207F6B893BE;28/04/2004 00:00:00
4042;false;null;"Charles";null;"Jones";null;"charles6@adventure-works.com";2;"267-555-0115";"57E7F6920C90D49EBF25FB0130967D1DBD6FDBD9";"ONCOeC0=";null;0x479D1654019C9E49843E6B58D03A0905;27/02/2004 00:00:00
4043;false;null;"Charles";null;"Brown";null;"charles7@adventure-works.com";1;"358-555-0111";"38F1CC780F5365BB934276A1C5EBAEB0C109935F";"odkdu9w=";null;0xF94CB1D503DA0B488C22CCEEE78D1851;21/02/2003 00:00:00
4044;false;null;"Cara";null;"Lu";null;"cara7@adventure-works.com";0;"1 (11) 500 555-0154";"0FDECF07AE88BE17B60F0DA77C155F91CE0DB821";"v6cOXYw=";null;0x3F3D8057B5FE5F408AD6C80588061964;08/10/2003 00:00:00
4045;false;null;"Charles";null;"Davis";null;"charles8@adventure-works.com";1;"952-555-0176";"ECEE9621071B6B304EB749907ED72BBE4E4FB0B0";"ClC9oM4=";null;0x312AB6BCA916A341BB77431671B168A5;02/02/2004 00:00:00
4046;false;null;"Cara";null;"Xu";null;"cara8@adventure-works.com";1;"1 (11) 500 555-0123";"5D8F662920BA88B4AF5DB9F3E76816774B7908C9";"JIVL0kw=";null;0xA963A438FA26A04A88BEA0960EC80E92;02/02/2003 00:00:00
4047;false;null;"Charles";"O";"Miller";null;"charles9@adventure-works.com";1;"389-555-0115";"5DDDA28EE95D762887030878C1227842B480F4FB";"P/nGjc8=";null;0xABA09766E11F914D9DF2467DA0E3E3B7;15/02/2004 00:00:00
4048;false;null;"Charles";"A";"Wilson";null;"charles10@adventure-works.com";1;"377-555-0137";"790432E834CFBD1EC63406F565F3755D9C95FE87";"uoHFA4k=";null;0x4A66297893D2CC469AD38BD2E1BC6FA7;23/10/2001 00:00:00
4049;false;null;"Alvin";null;"Shen";null;"alvin24@adventure-works.com";2;"1 (11) 500 555-0140";"9ADEA6669B716280A51E848C2093DAA2801F939A";"U4CLKpU=";null;0x8E5FAE1EC6D6654ABBD2A2758244C196;20/08/2003 00:00:00
4050;false;null;"Cara";"E";"Sun";null;"cara9@adventure-works.com";0;"1 (11) 500 555-0137";"456965C490F861B18E918F2B7F3623092409BCFE";"N/dzGQk=";null;0xF1C92E5DB53F6D44BA939622A0816D87;05/11/2001 00:00:00
4051;false;null;"Charles";null;"Moore";null;"charles11@adventure-works.com";1;"799-555-0117";"75ED6A5F88A61DD9A1A45C5E33A633CA3541A961";"MTalfkE=";null;0x05CB75F66FBDA74683A685063C9351ED;03/09/2001 00:00:00
4052;false;null;"Charles";null;"Taylor";null;"charles12@adventure-works.com";0;"1 (11) 500 555-0175";"636B5D3B55DE1617666F566BF64D362DB2DD838D";"GfBaM0g=";null;0xF1EDB449818DAA4A885001149FA37E29;02/09/2001 00:00:00
4053;false;null;"Charles";"T";"Anderson";null;"charles13@adventure-works.com";0;"178-555-0112";"A4551CAEBAF816AAE4889D176850533719ECD78F";"p9ImMO0=";null;0x753ABA9D0B7FEF479DE5E45877F38DF7;27/10/2002 00:00:00
4054;false;null;"Charles";null;"Thomas";null;"charles14@adventure-works.com";0;"892-555-0153";"C2B09B0D8DF1634C3FDAAC0C67BB15BB6A2EEA18";"mWlMqQU=";null;0x870C752D4E199E46BEE95C10AE9B60DB;15/07/2002 00:00:00
4055;false;null;"Charles";"P";"Jackson";null;"charles15@adventure-works.com";0;"194-555-0175";"CEAA01DF41BFC8E93F3C91290F590980B5FF6295";"6j6I6Sw=";null;0xC69A6FE798959F48928E9D92E492D57B;06/08/2003 00:00:00
4056;false;null;"Cara";"B";"Gao";null;"cara10@adventure-works.com";0;"1 (11) 500 555-0187";"28E7938E818FDBA79EF58EB92CF13EB8A2E4E573";"NTgoSH8=";null;0x8090238026E06141A78E05275E5FEBEB;04/05/2003 00:00:00
4057;false;null;"Charles";null;"Weisman";null;"charles16@adventure-works.com";0;"870-555-0182";"0F7B61ABB557D17042F8486900EC5AD42FE296D1";"0F3fXnQ=";null;0x4B52CB8058DC594CA6A945238D8A198D;22/11/2002 00:00:00
4058;false;null;"Cara";null;"Ma";null;"cara11@adventure-works.com";0;"1 (11) 500 555-0184";"6C2ED3F56DAFEAA73A53A917B829930B88ED13C4";"dugoP6g=";null;0xFE2A85CBBD31424491F923F75F2FBE17;13/08/2003 00:00:00
4059;false;null;"Charles";"E";"Harris";null;"charles17@adventure-works.com";0;"913-555-0120";"09CD04F110DDEBE4E2BF7BCC228F7E7789CCDB78";"2H9BP6Y=";null;0x31F52BF06786224999DA566097C6844C;08/10/2001 00:00:00
4060;false;null;"Charles";"L";"Martin";null;"charles18@adventure-works.com";0;"305-555-0189";"EB30FE125F6F4C1E9695AF14FA1EAB484E552529";"3QsSWiw=";null;0x1C475731E736614CA89F83A784AE8A2F;02/01/2004 00:00:00
4061;false;null;"Cara";"M";"Liang";null;"cara12@adventure-works.com";2;"1 (11) 500 555-0145";"FC3542A31EA8B32A4100B0D2A3F05CC726363ABC";"FdNpfsE=";null;0x7CC5E65A9BD46D47842952BF57EFCB02;14/08/2001 00:00:00
4062;false;null;"Cara";"R";"Guo";null;"cara13@adventure-works.com";2;"1 (11) 500 555-0174";"1E97183B27CF05FB2ADC05C8B403F332902B89CA";"83dPlMc=";null;0xE566EF4E4FC9444B8F203D3EEC95AC09;19/12/2003 00:00:00
4063;false;null;"Charles";"J";"Thompson";null;"charles19@adventure-works.com";0;"647-555-0123";"B0690FC33444DA58F905FA8FB89A939E5745CC38";"Lg/gwKg=";null;0xC3FD0612571158459B6EA9031451E98E;12/12/2002 00:00:00
4064;false;null;"Cara";"J";"He";null;"cara14@adventure-works.com";1;"1 (11) 500 555-0121";"7FB9F4F833465479E7CD1FD706D961EFD1B194D2";"DSam7gE=";null;0x8E3D96D5BA24794BB16ABAE74BEB8106;19/09/2003 00:00:00
4065;false;null;"Charles";"M";"Garcia";null;"charles20@adventure-works.com";0;"1 (11) 500 555-0167";"2909CD3EDE600F3188111FFC784EF45AC6464650";"+BZaH0c=";null;0x5E2CC58085A1E04FB64DF677FD94F1B6;20/10/2003 00:00:00
4066;false;null;"Charles";"D";"Martinez";null;"charles21@adventure-works.com";1;"122-555-0118";"88645948C8626FD2DBEDF061BC6CF289568DAEB7";"tWw2yBk=";null;0x7CC0F6959FF5204AA54AA7E8D1A1CE29;15/05/2004 00:00:00
4067;false;null;"Cara";"L";"Zheng";null;"cara15@adventure-works.com";0;"1 (11) 500 555-0114";"27126A681FD9FEDC4CFCED1ECB97A9302F5A58BE";"1ZL6uJ0=";null;0xFFDDAB0F78468B43A1698719944AD55D;06/01/2004 00:00:00
4068;false;null;"Cara";null;"Hu";null;"cara16@adventure-works.com";0;"1 (11) 500 555-0155";"B86283DE849CDF9AF65BDA4FE3B9019FC385A420";"3WjjOLk=";null;0x2F23625B1D494046A64187E4CAB50EA3;09/05/2002 00:00:00
4069;false;null;"Charles";"D";"Robinson";null;"charles22@adventure-works.com";0;"826-555-0121";"9F7C8514847E1FA3A1EFEF4792371CE474B0EECB";"2CpHY20=";null;0xF86BE4D97C8DB34585E4B1A02AE29A3D;29/07/2004 00:00:00
4070;false;null;"Charles";"K";"Clark";null;"charles23@adventure-works.com";1;"930-555-0113";"27A6BF7CF5496E22F8655112932D529FD0AC17DB";"OJz71lo=";null;0xB82A2286A4EC4643A8F06FBBEF344343;07/03/2004 00:00:00
4071;false;null;"Cara";"L";"Cai";null;"cara17@adventure-works.com";2;"1 (11) 500 555-0110";"1BF87CC0C09184350034F9CDA3B0BE734B597650";"zE9qwt8=";null;0xF6183D24D684194AAC40F21D11DEFFF3;15/10/2003 00:00:00
4072;false;null;"Charles";"E";"Rodriguez";null;"charles24@adventure-works.com";0;"363-555-0187";"3ABD1CCE571BC1A238489532615113807C253993";"ysATTxg=";null;0xA22A2491A8A6764D879D1C43585EBC51;07/10/2002 00:00:00
4073;false;null;"Charles";"M";"Lewis";null;"charles25@adventure-works.com";0;"116-555-0162";"2EDF552B263C18E9EE2729988D6BA4AC660D6368";"/TQ2ao0=";null;0x65BE35E037BEA74188E0407B9F60AAEE;25/04/2004 00:00:00
4074;false;null;"Charles";null;"Lee";null;"charles26@adventure-works.com";0;"1 (11) 500 555-0193";"66B31770D824E0E556054C83F0EB2A46A2B8AA3A";"gtJx2Kw=";null;0x0D97E1870D9B4C4D87753A64D20DFD64;13/10/2003 00:00:00
4075;false;null;"Charles";null;"Walker";null;"charles27@adventure-works.com";0;"162-555-0110";"1AB42007D0C9560C80949DC779A729B4C711BAE2";"9R6+GVI=";null;0x5AC9AB4300F5794CA963B19E0787F05A;07/10/2003 00:00:00
4076;false;null;"Warren";"A";"Xu";null;"warren11@adventure-works.com";0;"1 (11) 500 555-0113";"303E8347D607EBC64107342E59E459F167FCB136";"5R7ZB3Q=";null;0x65C0DE5F2E9E0E46A3C41CED8B32DCD4;03/11/2003 00:00:00
4077;false;null;"Warren";"J";"Raji";null;"warren12@adventure-works.com";1;"1 (11) 500 555-0125";"FEE8B865ECA64E98682C2B51A064B1E83F6D1CE4";"xm5Q6D8=";null;0x4D2DDE666DD05042AA5B8B967A5B5C06;11/04/2003 00:00:00
4078;false;null;"Alvin";"M";"Xie";null;"alvin25@adventure-works.com";2;"1 (11) 500 555-0185";"7312B15D89008380C473D9EDF8FEC91A0ADF4DD1";"dcEXXY0=";null;0xD668FB9AFADC80429D3F034661B893FF;07/08/2003 00:00:00
4079;false;null;"Cara";null;"Zeng";null;"cara18@adventure-works.com";0;"1 (11) 500 555-0154";"32398309FB72314B9457FE6B04113C77729C4459";"S2ZB0DI=";null;0x4F3FE203A5F5354CBF6E9B8D38912FEF;30/05/2002 00:00:00
