"EmployeeID";"NationalIDNumber";"ContactID";"LoginID";"ManagerID";"Title";"BirthDate";"MaritalStatus";"Gender";"HireDate";"SalariedFlag";"VacationHours";"SickLeaveHours";"CurrentFlag";"rowguid";"ModifiedDate"
123;"712885347";1062;"adventure-works\jeff0";21;"Production Supervisor - WC45";16/02/1967 00:00:00;"M";"M";22/02/1999 00:00:00;false;74;57;true;0x9E457D7C491F7D429BD5DE31880C85DC;31/07/2004 00:00:00
124;"87268837";1121;"adventure-works\eugene0";184;"Production Technician - WC30";15/08/1977 00:00:00;"S";"M";22/02/1999 00:00:00;false;33;36;true;0x74D3A11BAE18ED48938F6F5D2EEC4D4D;31/07/2004 00:00:00
125;"969985265";1105;"adventure-works\barbara0";182;"Production Technician - WC20";02/08/1969 00:00:00;"M";"F";23/02/1999 00:00:00;false;17;28;true;0xBB9C5C04483499459FA96C7A9F82F832;31/07/2004 00:00:00
126;"539490372";1164;"adventure-works\chris0";123;"Production Technician - WC45";17/01/1979 00:00:00;"M";"M";23/02/1999 00:00:00;false;76;58;true;0xF323023087553042909BD9C4AFD6D683;31/07/2004 00:00:00
127;"242381745";1266;"adventure-works\sean1";90;"Document Control Assistant";12/04/1977 00:00:00;"S";"M";23/02/1999 00:00:00;false;78;59;true;0xA95786F7EF834D4B98093C4C6D1A7BB4;31/07/2004 00:00:00
128;"929666391";1254;"adventure-works\dan1";42;"Database Administrator";06/02/1966 00:00:00;"M";"M";23/02/1999 00:00:00;true;66;53;true;0xA9E174242D906C46B0B26DCAC927F753;31/07/2004 00:00:00
129;"948320468";1207;"adventure-works\mark1";16;"Production Technician - WC60";26/10/1969 00:00:00;"S";"M";24/02/1999 00:00:00;false;19;29;true;0xDFC6B2CDE593584591C8424D5E7C658B;31/07/2004 00:00:00
130;"931190412";1250;"adventure-works\bryan1";139;"Accounts Receivable Specialist";22/10/1974 00:00:00;"S";"M";25/02/1999 00:00:00;false;62;51;true;0xEC713ECB81A3164787DFD3841AB9795A;31/07/2004 00:00:00
131;"153288994";1191;"adventure-works\houman0";74;"Production Technician - WC50";30/09/1961 00:00:00;"M";"M";26/02/1999 00:00:00;false;3;21;true;0xE8B2E89C4499A54B97DE441D8314F161;31/07/2004 00:00:00
132;"981495526";1234;"adventure-works\sairaj0";44;"Scheduling Assistant";22/01/1978 00:00:00;"M";"M";27/02/1999 00:00:00;false;46;43;true;0x20A7364D32CE474C866ADB7844449309;31/07/2004 00:00:00
133;"363996959";1132;"adventure-works\michiko0";173;"Production Technician - WC30";28/07/1972 00:00:00;"S";"M";27/02/1999 00:00:00;false;44;42;true;0xB6F559F3185E624C853114D951911CE5;31/07/2004 00:00:00
134;"585408256";1116;"adventure-works\benjamin0";184;"Production Technician - WC30";06/02/1976 00:00:00;"S";"M";28/02/1999 00:00:00;false;28;34;true;0x24F8A6F15B890F4AAF1B05FBA703E69F;31/07/2004 00:00:00
135;"386315192";1057;"adventure-works\cynthia0";21;"Production Supervisor - WC30";19/09/1971 00:00:00;"S";"F";28/02/1999 00:00:00;false;69;54;true;0x46DCE1F9030D8A4AB6931A964BC13E6C;31/07/2004 00:00:00
136;"167554340";1175;"adventure-works\kathie0";197;"Production Technician - WC45";02/12/1980 00:00:00;"M";"F";28/02/1999 00:00:00;false;87;63;true;0xD784FC2513E0B84482CD63CD4723AF81;31/07/2004 00:00:00
137;"410742000";1202;"adventure-works\britta0";16;"Production Technician - WC60";30/10/1979 00:00:00;"M";"F";02/03/1999 00:00:00;false;14;27;true;0x7F6712FCF8429047AD69685088ED7E5F;31/07/2004 00:00:00
138;"746201340";1143;"adventure-works\brian0";210;"Production Technician - WC40";14/03/1967 00:00:00;"S";"M";02/03/1999 00:00:00;false;55;47;true;0xA894D518EDB4C0439C436033FEAADF4E;31/07/2004 00:00:00
139;"30845";1245;"adventure-works\david6";140;"Accounts Manager";08/08/1973 00:00:00;"M";"M";03/03/1999 00:00:00;true;57;48;true;0x34D5C92DD1F5144A82820A2A0EB6FD4D;31/07/2004 00:00:00
140;"184188301";1288;"adventure-works\laura1";109;"Chief Financial Officer";06/02/1966 00:00:00;"M";"F";04/03/1999 00:00:00;true;0;20;true;0xA615E3D565BD674D9D5F81EF5C4EF8A6;31/07/2004 00:00:00
141;"398737566";1186;"adventure-works\michael2";38;"Production Technician - WC50";03/06/1964 00:00:00;"S";"M";04/03/1999 00:00:00;false;98;69;true;0x6625EBC628CF02469A255B91C8728838;31/07/2004 00:00:00
142;"764853868";1127;"adventure-works\andy0";135;"Production Technician - WC30";20/11/1973 00:00:00;"M";"M";04/03/1999 00:00:00;false;39;39;true;0xFE6B5A61463037409764238535F725BE;31/07/2004 00:00:00
143;"319472946";1229;"adventure-works\yuhong0";21;"Production Supervisor - WC20";08/05/1967 00:00:00;"M";"M";05/03/1999 00:00:00;false;41;40;true;0xF484A6F1DB02224B89776D8D3A21100E;31/07/2004 00:00:00
144;"456839592";1170;"adventure-works\robert0";159;"Production Technician - WC45";01/04/1975 00:00:00;"S";"M";06/03/1999 00:00:00;false;82;61;true;0x4E150322BD5ECA4A99BED835A3309D03;31/07/2004 00:00:00
145;"131471224";1272;"adventure-works\andreas0";41;"Quality Assurance Technician";29/04/1979 00:00:00;"M";"M";06/03/1999 00:00:00;false;84;62;true;0x4FD6DDF4FEDFF34DAA17D6BEA1924818;31/07/2004 00:00:00
146;"259388196";1111;"adventure-works\reed0";184;"Production Technician - WC30";09/02/1979 00:00:00;"M";"M";06/03/1999 00:00:00;false;23;31;true;0x007C96B314706049AF15B1A6D3094F6F;31/07/2004 00:00:00
147;"812797414";1100;"adventure-works\linda1";143;"Production Technician - WC20";06/11/1967 00:00:00;"S";"F";07/03/1999 00:00:00;false;12;26;true;0x13F963F99E44BB4EBFDAFC0C3010DB65;31/07/2004 00:00:00
148;"519899904";1052;"adventure-works\james1";109;"Vice President of Production";07/02/1973 00:00:00;"S";"M";07/03/1999 00:00:00;true;64;52;true;0x244F31D7F12A9C429BBB4038F45F3E6C;31/07/2004 00:00:00
149;"314747499";1261;"adventure-works\ramesh0";42;"Application Specialist";14/04/1978 00:00:00;"S";"M";07/03/1999 00:00:00;true;73;56;true;0x690219BE03407F4D809E7B3FDC235DA8;31/07/2004 00:00:00
150;"858323870";1256;"adventure-works\stephanie0";42;"Network Manager";26/04/1974 00:00:00;"S";"F";08/03/1999 00:00:00;true;68;54;true;0x7BBB1C22AE8B2B45A16FA67EBB3873C8;31/07/2004 00:00:00
151;"25011600";1095;"adventure-works\samantha0";108;"Production Technician - WC20";23/12/1977 00:00:00;"M";"F";08/03/1999 00:00:00;false;7;23;true;0xDDED2916AED0B94CA59C3A175F7027E5;31/07/2004 00:00:00
152;"436757988";1138;"adventure-works\tawana0";210;"Production Technician - WC40";12/12/1979 00:00:00;"S";"M";09/03/1999 00:00:00;false;50;45;true;0x503E4ABB2E2312429FAFE67429FEBC7D;31/07/2004 00:00:00
153;"652535724";1197;"adventure-works\denise0";14;"Production Technician - WC50";07/08/1978 00:00:00;"M";"F";09/03/1999 00:00:00;false;9;24;true;0x438C87776EF17D43892F3CFCC0715A0A;31/07/2004 00:00:00
154;"416679555";1240;"adventure-works\hao0";30;"Human Resources Administrative Assistant";19/05/1967 00:00:00;"S";"M";10/03/1999 00:00:00;false;52;46;true;0xC8C453FD4EB30F469EE5747B07FE98B3;31/07/2004 00:00:00
155;"377784364";1165;"adventure-works\alex0";123;"Production Technician - WC45";14/05/1980 00:00:00;"M";"M";12/03/1999 00:00:00;false;77;58;true;0xC2C96BB9255A9B4A887AC7C10E47B80C;31/07/2004 00:00:00
156;"66073987";1224;"adventure-works\eugene1";7;"Production Technician - WC60";13/03/1966 00:00:00;"S";"M";12/03/1999 00:00:00;false;36;38;true;0x353B5433DA770046A41B1EAFEA0AD643;31/07/2004 00:00:00
157;"999440576";1210;"adventure-works\brandon0";16;"Production Technician - WC60";11/02/1967 00:00:00;"M";"M";12/03/1999 00:00:00;false;22;31;true;0x35195DCAE244454C93BB809E59F56796;31/07/2004 00:00:00
158;"134969118";1049;"adventure-works\dylan0";3;"Research and Development Manager";27/03/1977 00:00:00;"M";"M";12/03/1999 00:00:00;true;61;50;true;0xCADE464F01EFFD4198290ADAB368E431;31/07/2004 00:00:00
159;"551834634";1063;"adventure-works\shane0";21;"Production Supervisor - WC45";24/06/1980 00:00:00;"S";"M";12/03/1999 00:00:00;false;75;57;true;0x58C325262A670040AD67B8CD3F318285;31/07/2004 00:00:00
160;"305522471";1106;"adventure-works\john2";182;"Production Technician - WC20";06/05/1976 00:00:00;"M";"M";13/03/1999 00:00:00;false;18;29;true;0x5199B6BAAD28CA4BB5AC032746D0CC6F;31/07/2004 00:00:00
161;"260770918";1267;"adventure-works\karen0";90;"Document Control Assistant";25/01/1966 00:00:00;"M";"F";13/03/1999 00:00:00;false;79;59;true;0x23ED418AE27A154CAA5D9496E721F848;31/07/2004 00:00:00
162;"788456780";1208;"adventure-works\jose0";16;"Production Technician - WC60";01/09/1974 00:00:00;"M";"M";14/03/1999 00:00:00;false;20;30;true;0x5625919EBA88EE41B946CB84AB4C1102;31/07/2004 00:00:00
163;"370581729";1188;"adventure-works\mandar0";74;"Production Technician - WC50";21/04/1976 00:00:00;"S";"M";14/03/1999 00:00:00;false;0;20;true;0x8A060E1FC548BF408190565150EFDADD;31/07/2004 00:00:00
164;"603686790";1047;"adventure-works\mikael0";274;"Buyer";18/09/1974 00:00:00;"S";"M";14/03/1999 00:00:00;false;59;49;true;0xFF55FDD0FA421E498B3BAB3316018909;31/07/2004 00:00:00
165;"152085091";1192;"adventure-works\sameer0";74;"Production Technician - WC50";27/07/1968 00:00:00;"M";"M";15/03/1999 00:00:00;false;4;22;true;0x9F1603A763158E48914DD784FD07F29A;31/07/2004 00:00:00
166;"663843431";1251;"adventure-works\dragan0";139;"Accounts Payable Specialist";18/03/1967 00:00:00;"M";"M";15/03/1999 00:00:00;false;63;51;true;0x344DC5514B06F744A6B17702BD491980;31/07/2004 00:00:00
167;"227319668";1133;"adventure-works\carol0";173;"Production Technician - WC30";18/11/1978 00:00:00;"M";"F";16/03/1999 00:00:00;false;45;42;true;0xA382018D595BEA4E9B3CC7F05DA9A2CE;31/07/2004 00:00:00
168;"578953538";1159;"adventure-works\rob1";87;"Production Technician - WC40";05/09/1963 00:00:00;"S";"M";17/03/1999 00:00:00;false;71;55;true;0x97A5FD542268B442B12863ECA03071F2;31/07/2004 00:00:00
169;"222400012";1176;"adventure-works\don0";38;"Production Technician - WC50";14/07/1961 00:00:00;"M";"M";17/03/1999 00:00:00;false;88;64;true;0x3D0520E72E92914CB81AA1CA4EF8BB0E;31/07/2004 00:00:00
170;"470689086";1235;"adventure-works\alan0";44;"Scheduling Assistant";30/04/1974 00:00:00;"M";"M";17/03/1999 00:00:00;false;47;43;true;0x541832DE76B0594DBB7B42152031B108;31/07/2004 00:00:00
171;"860123571";1117;"adventure-works\david7";184;"Production Technician - WC30";25/10/1975 00:00:00;"M";"M";18/03/1999 00:00:00;false;29;34;true;0x89B6AF85AB7EA841B1549446195D5BDE;31/07/2004 00:00:00
172;"273260055";1160;"adventure-works\baris0";87;"Production Technician - WC40";07/11/1980 00:00:00;"S";"M";19/03/1999 00:00:00;false;72;56;true;0xBF682D2358DFF948923553BD4B009B4B;31/07/2004 00:00:00
173;"578935259";1058;"adventure-works\michael3";21;"Production Supervisor - WC30";02/03/1979 00:00:00;"S";"M";19/03/1999 00:00:00;false;70;55;true;0xD772D71A4A7B7B4A867649DD7608CB94;31/07/2004 00:00:00
174;"752513276";1219;"adventure-works\steve0";18;"Production Technician - WC60";07/05/1981 00:00:00;"S";"M";19/03/1999 00:00:00;false;31;35;true;0xD778F612D3EAF44C8518A19AACF2A6D4;31/07/2004 00:00:00
175;"754372876";1203;"adventure-works\suchitra0";16;"Production Technician - WC60";11/07/1977 00:00:00;"M";"F";20/03/1999 00:00:00;false;15;27;true;0x32D9DB6AA50D5C4FAF678E3A53630896;31/07/2004 00:00:00
176;"58317344";1262;"adventure-works\karen1";42;"Application Specialist";19/06/1968 00:00:00;"S";"F";20/03/1999 00:00:00;true;74;57;true;0xF5D0C34532339D41AD40A98996BB5531;31/07/2004 00:00:00
177;"404159499";1101;"adventure-works\terrence0";143;"Production Technician - WC20";09/01/1975 00:00:00;"S";"M";20/03/1999 00:00:00;false;13;26;true;0x4264A74DEF5EFB41AE1916C55714F9AD;31/07/2004 00:00:00
178;"363910111";1246;"adventure-works\barbara1";139;"Accountant";04/02/1966 00:00:00;"M";"F";22/03/1999 00:00:00;true;58;49;true;0x4EA8FB3F978E4946A5E1859649D83AAE;31/07/2004 00:00:00
179;"599942664";1187;"adventure-works\chad0";38;"Production Technician - WC50";04/09/1980 00:00:00;"M";"M";22/03/1999 00:00:00;false;99;69;true;0x4C2DA38325478F47999791739BB957BA;31/07/2004 00:00:00
180;"993310268";1128;"adventure-works\rostislav0";135;"Production Technician - WC30";15/10/1967 00:00:00;"M";"M";23/03/1999 00:00:00;false;40;40;true;0x8C7A0200F8C2314AABA88A203638B8F1;31/07/2004 00:00:00
181;"20244403";1171;"adventure-works\belinda0";197;"Production Technician - WC45";19/10/1959 00:00:00;"S";"F";24/03/1999 00:00:00;false;83;61;true;0xECB514F77CCA6E4EA8122C5A119F4C30;31/07/2004 00:00:00
182;"862951447";1230;"adventure-works\katie0";21;"Production Supervisor - WC20";20/12/1974 00:00:00;"S";"F";24/03/1999 00:00:00;false;42;41;true;0x11B2E85BE5CBD84584FD23F36A881473;31/07/2004 00:00:00
183;"551346974";1112;"adventure-works\russell1";184;"Production Technician - WC30";14/03/1972 00:00:00;"M";"M";25/03/1999 00:00:00;false;24;32;true;0x89794CD57526F34EB392370A8D264B2B;31/07/2004 00:00:00
184;"60114406";1056;"adventure-works\jack0";21;"Production Supervisor - WC30";23/07/1973 00:00:00;"S";"M";25/03/1999 00:00:00;false;68;54;true;0x3072A469EE70FD48AC15C39F3712FF14;31/07/2004 00:00:00
185;"33237992";1053;"adventure-works\andrew0";21;"Production Supervisor - WC10";08/10/1978 00:00:00;"S";"M";26/03/1999 00:00:00;false;65;52;true;0x055B360843C16042A93C6B69418B1946;31/07/2004 00:00:00
186;"1300049";1155;"adventure-works\nicole0";87;"Production Technician - WC40";10/05/1976 00:00:00;"M";"F";26/03/1999 00:00:00;false;67;53;true;0x3B1E67156F01FD41840B5A9F7D776D9A;31/07/2004 00:00:00
187;"10708100";1198;"adventure-works\frank1";14;"Production Technician - WC50";24/08/1961 00:00:00;"S";"M";27/03/1999 00:00:00;false;10;25;true;0x84CD95B3BA773C4DA49DD9E8D6CF100B;31/07/2004 00:00:00
188;"672243793";1257;"adventure-works\peter1";150;"Network Administrator";29/06/1970 00:00:00;"S";"M";27/03/1999 00:00:00;false;69;54;true;0x6A1E60865569FC40BB4A1053A843CE99;31/07/2004 00:00:00
189;"63761469";1096;"adventure-works\anibal0";108;"Production Technician - WC20";06/10/1964 00:00:00;"S";"F";27/03/1999 00:00:00;false;8;24;true;0x29A818BCCEF0AF4E97852D84C86F925A;31/07/2004 00:00:00
190;"693168613";1139;"adventure-works\ken1";210;"Production Technician - WC40";29/06/1971 00:00:00;"M";"M";28/03/1999 00:00:00;false;51;45;true;0xD8009C69ABC4D24CA48F37CBCB5BFCCA;31/07/2004 00:00:00
191;"476980013";1241;"adventure-works\grant0";30;"Human Resources Administrative Assistant";18/05/1966 00:00:00;"S";"M";29/03/1999 00:00:00;false;53;46;true;0xBAAB1145347F0E40907BA663C20E1A41;31/07/2004 00:00:00
192;"334834274";1182;"adventure-works\michael4";38;"Production Technician - WC50";17/07/1979 00:00:00;"S";"M";29/03/1999 00:00:00;false;94;67;true;0x26C027EB709450448D5E1F38A41793B5;31/07/2004 00:00:00
193;"399658727";1166;"adventure-works\lionel0";159;"Production Technician - WC45";15/04/1978 00:00:00;"S";"M";30/03/1999 00:00:00;false;78;59;true;0x98171B237BF6C1459688265180F93D28;31/07/2004 00:00:00
194;"500412746";1225;"adventure-works\thomas0";7;"Production Technician - WC60";11/02/1976 00:00:00;"M";"M";30/03/1999 00:00:00;false;37;38;true;0x67AFF38FF232084A98C3A40F842D41A3;31/07/2004 00:00:00
195;"652779496";1284;"adventure-works\jimmy0";85;"Stocker";05/06/1975 00:00:00;"M";"M";30/03/1999 00:00:00;false;96;68;true;0x8727449620955549A45738AFDDB6FF13;31/07/2004 00:00:00
196;"878395493";1123;"adventure-works\michael5";135;"Production Technician - WC30";19/10/1972 00:00:00;"M";"M";30/03/1999 00:00:00;false;35;37;true;0xD476082B9689714EA613BE2E98E7ACCF;31/07/2004 00:00:00
197;"332349500";1064;"adventure-works\lori0";21;"Production Supervisor - WC45";19/08/1970 00:00:00;"S";"F";30/03/1999 00:00:00;false;76;58;true;0xFC36D423F70888498B4D490AA4E8B7E7;31/07/2004 00:00:00
198;"792847334";1048;"adventure-works\arvind0";274;"Buyer";21/09/1964 00:00:00;"M";"M";01/04/1999 00:00:00;false;60;50;true;0xF026DE51D96E704AB68988EB882674B6;31/07/2004 00:00:00
199;"621932914";1107;"adventure-works\stefen0";182;"Production Technician - WC20";21/01/1966 00:00:00;"S";"M";01/04/1999 00:00:00;false;19;29;true;0x9FBFEEB994F6C24B98EC9B4FB0379EDF;31/07/2004 00:00:00
200;"398223854";1268;"adventure-works\hazem0";148;"Quality Assurance Manager";27/11/1967 00:00:00;"S";"M";01/04/1999 00:00:00;true;80;60;true;0x0846C80545F49D4FBB5C0828C309C29D;26/01/2005 09:17:08
201;"519756660";1252;"adventure-works\janet0";139;"Accounts Payable Specialist";09/04/1969 00:00:00;"M";"F";02/04/1999 00:00:00;false;64;52;true;0x771D640C75863F4999478C65136559CD;31/07/2004 00:00:00
202;"912141525";1193;"adventure-works\elizabeth0";74;"Production Technician - WC50";26/02/1980 00:00:00;"M";"F";03/04/1999 00:00:00;false;5;22;true;0x3FF7A96243642F4FB86418186614BFB6;31/07/2004 00:00:00
203;"243322160";1032;"adventure-works\terry0";6;"Marketing Specialist";07/03/1976 00:00:00;"M";"M";03/04/1999 00:00:00;false;44;42;true;0x26760DAD0645C445898F9D7A0E13AABD;31/07/2004 00:00:00
204;"568626529";1115;"adventure-works\john3";184;"Production Technician - WC30";24/04/1972 00:00:00;"S";"M";04/04/1999 00:00:00;false;27;33;true;0xB1EAC796EA6D594CAFD8923F0E8DE1F6;31/07/2004 00:00:00
205;"301435199";1134;"adventure-works\merav0";173;"Production Technician - WC30";13/06/1973 00:00:00;"M";"F";04/04/1999 00:00:00;false;46;43;true;0x4A91E72ED3623B47A0E1E4E55341EC4E;31/07/2004 00:00:00
206;"368691270";1236;"adventure-works\brian1";44;"Scheduling Assistant";12/09/1974 00:00:00;"M";"M";04/04/1999 00:00:00;false;48;44;true;0x3327A0DF6EC2314E99D89167E4E5131D;31/07/2004 00:00:00
207;"211789056";1177;"adventure-works\kitti0";38;"Production Technician - WC50";07/07/1977 00:00:00;"S";"F";05/04/1999 00:00:00;false;89;64;true;0x2455A04934FAB14595BC489901DC5B50;31/07/2004 00:00:00
208;"63179277";1220;"adventure-works\jay0";18;"Production Technician - WC60";14/03/1966 00:00:00;"S";"M";06/04/1999 00:00:00;false;32;36;true;0x0978181894524F4785A1D5BE6BD518D6;31/07/2004 00:00:00
209;"587567941";1118;"adventure-works\jan0";184;"Production Technician - WC30";16/12/1964 00:00:00;"S";"M";06/04/1999 00:00:00;false;30;35;true;0x7D825F9771BEB14E8DBFE6C451D1FAD5;31/07/2004 00:00:00
210;"634335025";1059;"adventure-works\brenda0";21;"Production Supervisor - WC40";31/03/1973 00:00:00;"M";"F";06/04/1999 00:00:00;false;71;55;true;0x9B514D715E375A4C8491C758D00CF95F;31/07/2004 00:00:00
211;"65848458";1161;"adventure-works\andrew1";123;"Production Technician - WC45";26/10/1978 00:00:00;"S";"M";07/04/1999 00:00:00;false;73;56;true;0x20CFA2A25C4EF745A7BD1B94F0C3A43A;31/07/2004 00:00:00
212;"260805477";1263;"adventure-works\chris1";90;"Control Specialist";26/06/1977 00:00:00;"M";"M";07/04/1999 00:00:00;false;75;57;true;0xFB58C3457F9C364D8EC73D89E9FD07F4;31/07/2004 00:00:00
213;"442121106";1204;"adventure-works\chris2";16;"Production Technician - WC60";07/09/1976 00:00:00;"S";"M";08/04/1999 00:00:00;false;16;28;true;0xC784B377FBAF1648992BF5B3034EE4FF;31/07/2004 00:00:00
214;"300946911";1102;"adventure-works\shelley0";143;"Production Technician - WC20";08/01/1977 00:00:00;"S";"F";08/04/1999 00:00:00;false;14;27;true;0x562094133029904483CEAF2386D5A5E7;31/07/2004 00:00:00
215;"440379437";1145;"adventure-works\gabe0";210;"Production Technician - WC40";11/06/1978 00:00:00;"M";"M";09/04/1999 00:00:00;false;57;48;true;0x7C9A0C794C26484DA9D3E2571A8011D8;31/07/2004 00:00:00
216;"480951955";1247;"adventure-works\mike0";139;"Accountant";01/08/1969 00:00:00;"S";"M";09/04/1999 00:00:00;true;59;49;true;0x7D3335AC757CEE4DBB116564F257FE18;31/07/2004 00:00:00
217;"879342154";1289;"adventure-works\michael6";158;"Research and Development Manager";01/01/1975 00:00:00;"M";"M";04/06/1999 00:00:00;true;16;64;true;0x8036A4EA7155CB40AB1A3BF68F04459E;31/07/2004 00:00:00
218;"141165819";1274;"adventure-works\gary1";148;"Facilities Manager";21/03/1961 00:00:00;"M";"M";03/01/2000 00:00:00;true;86;63;true;0x59ECF6623556F3449CC12D8EEAF90A05;31/07/2004 00:00:00
219;"537092325";1215;"adventure-works\charles0";18;"Production Technician - WC60";03/10/1961 00:00:00;"S";"M";04/01/2000 00:00:00;false;27;33;true;0x9212C1CD74DFB04F86765B2AA4687142;31/07/2004 00:00:00
220;"455563743";1081;"adventure-works\ebru0";25;"Production Technician - WC10";23/10/1976 00:00:00;"S";"M";07/01/2000 00:00:00;false;93;66;true;0x2BA3256CB588844FA129F7F688DFA588;31/07/2004 00:00:00
221;"701156975";1092;"adventure-works\sylvester0";108;"Production Technician - WC20";13/12/1960 00:00:00;"M";"M";12/01/2000 00:00:00;false;4;22;true;0x083DC4D982385C4EBDF0F6BD7004CD04;31/07/2004 00:00:00
222;"1662732";1151;"adventure-works\brian2";51;"Production Technician - WC40";23/01/1961 00:00:00;"S";"M";12/01/2000 00:00:00;false;63;51;true;0x76F694C2AFCA24499730BC81AE408BE1;31/07/2004 00:00:00
223;"407505660";1044;"adventure-works\linda2";274;"Buyer";31/12/1960 00:00:00;"M";"F";18/01/2000 00:00:00;false;56;48;true;0xF4F906ED2321444C89D7E43E1E1ABC2F;31/07/2004 00:00:00
224;"294148271";1087;"adventure-works\betsy0";64;"Production Technician - WC10";17/01/1957 00:00:00;"S";"F";19/01/2000 00:00:00;false;99;69;true;0x1CBACDEB1D6C364D90F71893755C85E3;31/07/2004 00:00:00
225;"552560652";1275;"adventure-works\magnus0";218;"Facilities Administrative Assistant";27/09/1961 00:00:00;"M";"M";22/01/2000 00:00:00;false;87;63;true;0x09CC4B0AE5AC814490678B9ED70ECA18;31/07/2004 00:00:00
226;"834186596";1216;"adventure-works\karan0";18;"Production Technician - WC60";07/04/1960 00:00:00;"S";"M";23/01/2000 00:00:00;false;28;34;true;0x74BAB10880DDDA4F832793268B84977B;31/07/2004 00:00:00
227;"717889520";1082;"adventure-works\mary1";25;"Production Technician - WC10";20/10/1976 00:00:00;"M";"F";26/01/2000 00:00:00;false;94;67;true;0xD0F7C96D64564A4E90F57AB85EBB02E6;31/07/2004 00:00:00
228;"801365500";1078;"adventure-works\kevin2";25;"Production Technician - WC10";20/10/1976 00:00:00;"S";"M";26/01/2000 00:00:00;false;90;65;true;0x3DE5218B05E79A47B32E6E63AC2F4BCD;31/07/2004 00:00:00
229;"413787783";1152;"adventure-works\mihail0";51;"Production Technician - WC40";09/04/1961 00:00:00;"S";"M";30/01/2000 00:00:00;false;64;52;true;0x14BAA9035B0D7146B8512C1721EFBF01;31/07/2004 00:00:00
230;"109272464";1077;"adventure-works\bonnie0";185;"Production Technician - WC10";11/10/1976 00:00:00;"M";"F";02/02/2000 00:00:00;false;89;64;true;0x2AA550E961DFEC4F9063545664D65B89;31/07/2004 00:00:00
231;"482810518";1045;"adventure-works\fukiko0";274;"Buyer";25/12/1960 00:00:00;"M";"M";05/02/2000 00:00:00;false;57;48;true;0x3666CD3657C6C74F9BFACC1BFA9102A2;31/07/2004 00:00:00
232;"113393530";1088;"adventure-works\hung-fu0";108;"Production Technician - WC20";23/11/1961 00:00:00;"S";"M";07/02/2000 00:00:00;false;0;20;true;0x5F8D5D060495FE4F98DCE69677F19F15;31/07/2004 00:00:00
233;"466142721";1040;"adventure-works\gordon0";274;"Buyer";30/12/1956 00:00:00;"M";"M";12/02/2000 00:00:00;false;52;46;true;0xC3D5B22C37C4B1499FFDFAA096F6126F;31/07/2004 00:00:00
234;"390124815";1083;"adventure-works\kimberly0";64;"Production Technician - WC10";14/10/1976 00:00:00;"S";"F";13/02/2000 00:00:00;false;95;67;true;0x6C6B25CEEE1EED4399697CAC480FF4D7;31/07/2004 00:00:00
235;"6298838";1212;"adventure-works\kim1";16;"Production Technician - WC60";14/01/1957 00:00:00;"M";"F";17/02/2000 00:00:00;false;24;32;true;0xF4271C89CC28BB44BEA3DA5EA7FBE957;31/07/2004 00:00:00
236;"943170460";1153;"adventure-works\sandeep0";51;"Production Technician - WC40";03/01/1961 00:00:00;"S";"M";18/02/2000 00:00:00;false;65;52;true;0xE2216C60C03EA648A9FE6BC8123AC786;31/07/2004 00:00:00
237;"339233463";1093;"adventure-works\prasanna0";108;"Production Technician - WC20";01/06/1943 00:00:00;"M";"M";23/02/2000 00:00:00;false;5;22;true;0x0A24ED72D80F23448A499078BA6BCF6C;31/07/2004 00:00:00
238;"367453993";1046;"adventure-works\frank2";274;"Buyer";13/06/1942 00:00:00;"M";"M";24/02/2000 00:00:00;false;58;49;true;0xD0D82304141B18478C1785E2F98D222F;31/07/2004 00:00:00
239;"872923042";1089;"adventure-works\min0";108;"Production Technician - WC20";11/10/1964 00:00:00;"M";"M";25/02/2000 00:00:00;false;1;20;true;0x5DC375CC6615FA43B2E9D1E508EFDCD1;31/07/2004 00:00:00
240;"697712387";1148;"adventure-works\eric1";51;"Production Technician - WC40";08/01/1957 00:00:00;"M";"M";25/02/2000 00:00:00;false;60;50;true;0x382EF6555794C846A824E46A3117A935;31/07/2004 00:00:00
241;"381073001";1042;"adventure-works\eric2";274;"Buyer";19/10/1962 00:00:00;"S";"M";28/02/2000 00:00:00;false;54;47;true;0x77B38AA2F5067A41A5E259F459088699;31/07/2004 00:00:00
242;"646304055";1277;"adventure-works\pat0";49;"Janitor";03/01/1961 00:00:00;"S";"M";28/02/2000 00:00:00;false;89;64;true;0x47842349EE300940993F0B6C756AB436;31/07/2004 00:00:00
243;"414476027";1218;"adventure-works\maciej0";18;"Production Technician - WC60";02/03/1945 00:00:00;"S";"M";01/03/2000 00:00:00;false;30;35;true;0x3FD92932146AAC4BABC5A91B9ECFB4D3;31/07/2004 00:00:00
244;"785853949";1041;"adventure-works\erin0";274;"Buyer";04/02/1961 00:00:00;"S";"F";03/03/2000 00:00:00;false;53;46;true;0xA91207B6A5509642B89269C4701834B0;31/07/2004 00:00:00
245;"90888098";1084;"adventure-works\patrick0";64;"Production Technician - WC10";11/10/1976 00:00:00;"S";"M";04/03/2000 00:00:00;false;96;68;true;0xE6E9FBD5C5B84C48B4B848059E0EF267;31/07/2004 00:00:00
246;"947029962";1154;"adventure-works\frank3";51;"Production Technician - WC40";03/04/1942 00:00:00;"M";"M";08/03/2000 00:00:00;false;66;53;true;0xCC4AF29A3EEAFE4EB5E34762C496D57C;31/07/2004 00:00:00
